# column 1: index
# column 2: distance [A]
# column 3: RDF histogram
# column 4: unnormalized distance histogram
0 0.050000 0.000000 0.000000
1 0.150000 0.000000 0.000000
2 0.250000 0.000000 0.000000
3 0.350000 0.000000 0.000000
4 0.450000 0.000000 0.000000
5 0.550000 0.000000 0.000000
6 0.650000 0.000000 0.000000
7 0.750000 0.000000 0.000000
8 0.850000 0.000000 0.000000
9 0.950000 0.000000 0.000000
10 1.050000 0.000000 0.000000
11 1.150000 0.000000 0.000000
12 1.250000 0.000000 0.000000
13 1.350000 0.000000 0.000000
14 1.450000 0.000000 0.000000
15 1.550000 0.000000 0.000000
16 1.650000 0.000000 0.000000
17 1.750000 0.000000 0.000000
18 1.850000 0.000000 0.000000
19 1.950000 0.000000 0.000000
20 2.050000 0.000000 0.000000
21 2.150000 0.000000 0.000000
22 2.250000 0.000000 0.000000
23 2.350000 0.000000 0.000000
24 2.450000 0.000000 0.000000
25 2.550000 0.000000 0.000000
26 2.650000 0.000000 0.000000
27 2.750000 0.000000 0.000000
28 2.850000 0.000000 0.000000
29 2.950000 0.000000 0.000000
30 3.050000 0.000000 0.000000
31 3.150000 0.000000 0.000000
32 3.250000 0.000000 0.000000
33 3.350000 0.000053 0.002100
34 3.450000 0.010847 0.456000
35 3.550000 0.150944 6.718700
36 3.650000 0.670433 31.546700
37 3.750000 1.437754 71.410100
38 3.850000 1.979752 103.644150
39 3.950000 2.156799 118.854700
40 4.050000 2.083012 120.674150
41 4.150000 1.784869 108.571300
42 4.250000 1.451287 92.585650
43 4.350000 1.164093 77.799850
44 4.450000 0.943813 66.011350
45 4.550000 0.772842 56.510100
46 4.650000 0.663831 50.696300
47 4.750000 0.616925 49.162250
48 4.850000 0.612132 50.855850
49 4.950000 0.631972 54.691600
50 5.050000 0.626162 56.400400
51 5.150000 0.574445 53.811500
52 5.250000 0.522180 50.833700
53 5.350000 0.506391 51.192450
54 5.450000 0.544953 57.169550
55 5.550000 0.596257 64.868200
56 5.650000 0.648007 73.061600
57 5.750000 0.694456 81.094800
58 5.850000 0.738491 89.262600
59 5.950000 0.786614 98.357700
60 6.050000 0.859648 111.133250
61 6.150000 0.919349 122.812600
62 6.250000 0.964056 133.007050
63 6.350000 0.997814 142.105100
64 6.450000 1.110862 163.227000
65 6.550000 1.375596 208.442300
66 6.650000 1.717122 268.198950
67 6.750000 1.887414 303.729750
68 6.850000 1.861208 308.452650
69 6.950000 1.713532 292.330700
70 7.050000 1.561137 274.051250
71 7.150000 1.411616 254.883200
72 7.250000 1.277965 237.250650
73 7.350000 1.225284 233.788900
74 7.450000 1.239486 242.977750
75 7.550000 1.271517 255.993250
76 7.650000 1.270462 262.601400
77 7.750000 1.217348 258.244300
78 7.850000 1.092116 237.695400
79 7.950000 0.923622 206.177350
80 8.050000 0.795730 182.125100
81 8.150000 0.751840 176.381550
82 8.250000 0.770223 185.155500
83 8.350000 0.819313 201.760100
84 8.450000 0.852937 215.101300
85 8.550000 0.885091 228.524450
86 8.650000 0.963638 254.658800
87 8.750000 1.066426 288.376250
88 8.850000 1.131991 313.142400
89 8.950000 1.154239 326.553450
90 9.050000 1.148656 332.276550
91 9.150000 1.147823 339.413900
92 9.250000 1.149669 347.431050
93 9.350000 1.140167 352.049850
94 9.450000 1.144294 360.922300
95 9.550000 1.186516 382.201850
96 9.650000 1.262107 415.110150
97 9.750000 1.299037 436.157450
98 9.850000 1.300838 445.767150
99 9.950000 1.275484 445.998750
100 10.050000 1.241656 442.941000
101 10.150000 1.177723 428.536400
102 10.250000 1.090533 404.668350
103 10.350000 0.999645 378.215200
104 10.450000 0.935497 360.817250
105 10.550000 0.930791 365.905900
106 10.650000 0.978271 391.896050
107 10.750000 1.040900 424.852700
108 10.850000 1.069449 444.664150
109 10.950000 1.047540 443.620250
110 11.050000 0.990504 427.162500
111 11.150000 0.927012 407.049750
112 11.250000 0.888290 397.074650
113 11.350000 0.910303 414.180900
114 11.450000 0.952199 440.911400
115 11.550000 0.980509 461.985300
116 11.650000 1.015080 486.591600
117 11.750000 1.073103 523.274400
118 11.850000 1.120054 555.505350
119 11.950000 1.113141 561.433650
120 12.050000 1.053934 540.505350
121 12.150000 0.955827 498.361450
122 12.250000 0.873428 462.926000
123 12.350000 0.841110 453.105550
124 12.450000 0.848852 464.711500
125 12.550000 0.867247 482.439550
126 12.650000 0.883832 499.531900
127 12.750000 0.897296 515.191600
