# column 1: index
# column 2: distance [A]
# column 3: RDF histogram
# column 4: unnormalized distance histogram
0 0.050000 0.000000 0.000000
1 0.150000 0.000000 0.000000
2 0.250000 0.000000 0.000000
3 0.350000 0.000000 0.000000
4 0.450000 0.000000 0.000000
5 0.550000 0.000000 0.000000
6 0.650000 0.000000 0.000000
7 0.750000 0.000000 0.000000
8 0.850000 0.000000 0.000000
9 0.950000 0.000000 0.000000
10 1.050000 0.000000 0.000000
11 1.150000 0.000000 0.000000
12 1.250000 0.000000 0.000000
13 1.350000 0.000000 0.000000
14 1.450000 0.000000 0.000000
15 1.550000 0.000000 0.000000
16 1.650000 0.000000 0.000000
17 1.750000 0.000000 0.000000
18 1.850000 0.000000 0.000000
19 1.950000 0.000000 0.000000
20 2.050000 0.000000 0.000000
21 2.150000 0.000000 0.000000
22 2.250000 0.000000 0.000000
23 2.350000 0.000000 0.000000
24 2.450000 0.000000 0.000000
25 2.550000 0.000000 0.000000
26 2.650000 0.000000 0.000000
27 2.750000 0.000000 0.000000
28 2.850000 0.000000 0.000000
29 2.950000 0.000000 0.000000
30 3.050000 0.000000 0.000000
31 3.150000 0.000000 0.000000
32 3.250000 0.000000 0.000000
33 3.350000 0.000534 0.016900
34 3.450000 0.021899 0.735100
35 3.550000 0.210829 7.493400
36 3.650000 0.800644 30.082700
37 3.750000 1.541417 61.132800
38 3.850000 1.875516 78.403200
39 3.950000 1.840596 80.992400
40 4.050000 1.654111 76.518450
41 4.150000 1.411813 68.574850
42 4.250000 1.182209 60.223200
43 4.350000 0.985603 52.598350
44 4.450000 0.849117 47.421900
45 4.550000 0.752922 43.960700
46 4.650000 0.690753 42.123100
47 4.750000 0.633420 40.306050
48 4.850000 0.600614 39.844700
49 4.950000 0.593757 41.030900
50 5.050000 0.578999 41.643950
51 5.150000 0.580166 43.396850
52 5.250000 0.607986 47.261100
53 5.350000 0.639807 51.647350
54 5.450000 0.650550 54.496050
55 5.550000 0.587047 50.997700
56 5.650000 0.536249 48.278650
57 5.750000 0.567259 52.894250
58 5.850000 0.674591 65.109450
59 5.950000 0.802070 80.082500
60 6.050000 0.856949 88.462100
61 6.150000 0.851484 90.827700
62 6.250000 0.884596 97.453350
63 6.350000 0.990604 112.652000
64 6.450000 1.140237 133.784600
65 6.550000 1.244469 150.576900
66 6.650000 1.352238 168.650700
67 6.750000 1.446788 185.910600
68 6.850000 1.479541 195.794100
69 6.950000 1.478956 201.472850
70 7.050000 1.426568 199.968850
71 7.150000 1.284622 185.216200
72 7.250000 1.125393 166.829100
73 7.350000 1.041026 158.608950
74 7.450000 1.023517 160.213500
75 7.550000 1.059869 170.387450
76 7.650000 1.137028 187.665950
77 7.750000 1.197772 202.894050
78 7.850000 1.223516 212.637800
79 7.950000 1.228965 219.061100
80 8.050000 1.191777 217.810200
81 8.150000 1.175475 220.201550
82 8.250000 1.161964 223.044850
83 8.350000 1.125587 221.331600
84 8.450000 1.114730 224.478400
85 8.550000 1.124166 231.768350
86 8.650000 1.102670 232.685550
87 8.750000 1.080086 233.220050
88 8.850000 1.071232 236.625550
89 8.950000 1.082929 244.645650
90 9.050000 1.112902 257.066700
91 9.150000 1.133883 267.733150
92 9.250000 1.122225 270.803900
93 9.350000 1.123950 277.116050
94 9.450000 1.143058 287.887950
95 9.550000 1.162360 298.977800
96 9.650000 1.170257 307.345900
97 9.750000 1.139901 305.610300
98 9.850000 1.068771 292.448100
99 9.950000 1.004276 280.408400
100 10.050000 0.976545 278.173750
101 10.150000 0.985396 286.308550
102 10.250000 1.041910 308.723500
103 10.350000 1.125008 339.881800
104 10.450000 1.199706 369.486800
105 10.550000 1.215900 381.675500
106 10.650000 1.166312 373.083200
107 10.750000 1.092905 356.197450
108 10.850000 1.038167 344.681650
109 10.950000 1.009071 341.225650
110 11.050000 0.995247 342.726100
111 11.150000 0.997944 349.902750
112 11.250000 1.025040 365.878900
113 11.350000 1.051049 381.861700
114 11.450000 1.070369 395.763850
115 11.550000 1.085024 408.220600
116 11.650000 1.075926 411.837600
117 11.750000 1.052373 409.767000
118 11.850000 1.026976 406.713450
119 11.950000 1.027721 413.906700
120 12.050000 1.034060 423.458850
121 12.150000 1.013100 421.790000
122 12.250000 0.970527 410.744000
123 12.350000 0.945500 406.712100
124 12.450000 0.945048 413.127500
125 12.550000 0.962989 427.760350
126 12.650000 0.972024 438.681700
127 12.750000 0.960266 440.254200
