# column 1: index
# column 2: distance [A]
# column 3: RDF histogram
# column 4: unnormalized distance histogram
0 0.050000 0.000000 0.000000
1 0.150000 0.000000 0.000000
2 0.250000 0.000000 0.000000
3 0.350000 0.000000 0.000000
4 0.450000 0.000000 0.000000
5 0.550000 0.000000 0.000000
6 0.650000 0.000000 0.000000
7 0.750000 0.000000 0.000000
8 0.850000 0.000000 0.000000
9 0.950000 0.000000 0.000000
10 1.050000 0.000000 0.000000
11 1.150000 0.000000 0.000000
12 1.250000 0.000000 0.000000
13 1.350000 0.000000 0.000000
14 1.450000 0.000000 0.000000
15 1.550000 0.000000 0.000000
16 1.650000 0.000000 0.000000
17 1.750000 0.000000 0.000000
18 1.850000 0.000000 0.000000
19 1.950000 0.000000 0.000000
20 2.050000 0.000000 0.000000
21 2.150000 0.000000 0.000000
22 2.250000 0.000000 0.000000
23 2.350000 0.000000 0.000000
24 2.450000 0.000000 0.000000
25 2.550000 0.000000 0.000000
26 2.650000 0.000000 0.000000
27 2.750000 0.000023 0.001000
28 2.850000 0.003142 0.143950
29 2.950000 0.070181 3.444950
30 3.050000 0.393983 20.672750
31 3.150000 0.869670 48.674000
32 3.250000 1.187608 70.755700
33 3.350000 1.262527 79.919350
34 3.450000 1.182226 79.370700
35 3.550000 1.034809 73.559450
36 3.650000 0.928859 69.800250
37 3.750000 0.870400 69.040350
38 3.850000 0.859206 71.835700
39 3.950000 0.866123 76.224650
40 4.050000 0.838807 77.605700
41 4.150000 0.763582 74.177700
42 4.250000 0.672171 68.482400
43 4.350000 0.602878 64.347150
44 4.450000 0.551620 61.614350
45 4.550000 0.517498 60.430100
46 4.650000 0.501359 61.147200
47 4.750000 0.505851 64.377050
48 4.850000 0.524466 69.586100
49 4.950000 0.553552 76.505050
50 5.050000 0.633461 91.122150
51 5.150000 0.842467 126.034350
52 5.250000 1.134575 176.389800
53 5.350000 1.333889 215.351900
54 5.450000 1.337269 224.043950
55 5.550000 1.217218 211.483250
56 5.650000 1.074066 193.396800
57 5.750000 0.954514 178.007950
58 5.850000 0.862481 166.487900
59 5.950000 0.826396 165.022700
60 6.050000 0.813248 167.901850
61 6.150000 0.799235 170.508500
62 6.250000 0.834376 183.841450
63 6.350000 0.889139 202.226900
64 6.450000 0.929371 218.087150
65 6.550000 0.982730 237.814600
66 6.650000 1.017313 253.757800
67 6.750000 1.025804 263.629100
68 6.850000 1.043104 276.077050
69 6.950000 1.079922 294.227650
70 7.050000 1.110772 311.404500
71 7.150000 1.161035 334.795000
72 7.250000 1.214035 359.938900
73 7.350000 1.240181 377.903850
74 7.450000 1.258327 393.937650
75 7.550000 1.276653 410.476550
76 7.650000 1.280217 422.598650
77 7.750000 1.265118 428.603900
78 7.850000 1.229639 427.403800
79 7.950000 1.168477 416.558600
80 8.050000 1.104294 403.643600
81 8.150000 1.066219 399.469050
82 8.250000 1.087331 417.437450
83 8.350000 1.117346 439.422550
84 8.450000 1.145496 461.348000
85 8.550000 1.137393 468.990900
86 8.650000 1.096246 462.660050
87 8.750000 1.083660 467.983650
88 8.850000 1.104426 487.915700
89 8.950000 1.110982 501.966500
90 9.050000 1.083587 500.590550
91 9.150000 1.048651 495.216050
92 9.250000 1.035007 499.514600
93 9.350000 1.043241 514.433600
94 9.450000 1.077011 542.507150
95 9.550000 1.125495 578.991150
96 9.650000 1.154021 606.163900
97 9.750000 1.152791 618.132450
98 9.850000 1.133797 620.482250
99 9.950000 1.101532 615.126950
100 10.050000 1.087102 619.332500
101 10.150000 1.072529 623.250750
102 10.250000 1.062203 629.472750
103 10.350000 1.074583 649.295250
104 10.450000 1.096764 675.565100
105 10.550000 1.098900 689.897600
106 10.650000 1.084652 693.922700
107 10.750000 1.068510 696.493450
108 10.850000 1.054995 700.537650
109 10.950000 1.046378 707.682550
110 11.050000 1.047920 721.728950
111 11.150000 1.049529 735.979500
112 11.250000 1.055545 753.535100
113 11.350000 1.058275 768.974450
114 11.450000 1.052135 778.044000
115 11.550000 1.036215 779.714300
116 11.650000 1.024235 784.102500
117 11.750000 1.021567 795.543950
118 11.850000 1.014476 803.525850
119 11.950000 1.000380 805.791150
120 12.050000 0.995132 815.035300
121 12.150000 0.989323 823.781950
122 12.250000 0.976390 826.450650
123 12.350000 0.961960 827.585200
124 12.450000 0.957185 836.866700
125 12.550000 0.973276 864.659300
126 12.650000 1.004528 906.702000
127 12.750000 1.025831 940.627700
