# column 1: index
# column 2: distance [A]
# column 3: RDF histogram
# column 4: unnormalized distance histogram
0 0.050000 0.000000 0.000000
1 0.150000 0.000000 0.000000
2 0.250000 0.000000 0.000000
3 0.350000 0.000000 0.000000
4 0.450000 0.000000 0.000000
5 0.550000 0.000000 0.000000
6 0.650000 0.000000 0.000000
7 0.750000 0.000000 0.000000
8 0.850000 0.000000 0.000000
9 0.950000 0.000000 0.000000
10 1.050000 0.000000 0.000000
11 1.150000 0.000000 0.000000
12 1.250000 0.000000 0.000000
13 1.350000 0.000000 0.000000
14 1.450000 0.000000 0.000000
15 1.550000 0.000000 0.000000
16 1.650000 0.000000 0.000000
17 1.750000 0.000000 0.000000
18 1.850000 0.000000 0.000000
19 1.950000 0.000000 0.000000
20 2.050000 0.000000 0.000000
21 2.150000 0.000000 0.000000
22 2.250000 0.000000 0.000000
23 2.350000 0.000000 0.000000
24 2.450000 0.000000 0.000000
25 2.550000 0.000000 0.000000
26 2.650000 0.000000 0.000000
27 2.750000 0.000000 0.000000
28 2.850000 0.000000 0.000000
29 2.950000 0.000005 0.000100
30 3.050000 0.011516 0.259500
31 3.150000 0.278880 6.702800
32 3.250000 1.709702 43.742700
33 3.350000 4.215977 114.605700
34 3.450000 5.778811 166.607700
35 3.550000 5.656864 172.683500
36 3.650000 4.655891 150.247400
37 3.750000 3.585699 122.139100
38 3.850000 2.668381 95.804900
39 3.950000 1.982745 74.934100
40 4.050000 1.500645 59.622000
41 4.150000 1.168603 48.750800
42 4.250000 0.957491 41.892000
43 4.350000 0.810085 37.130200
44 4.450000 0.708692 33.993500
45 4.550000 0.643841 32.286400
46 4.650000 0.597290 31.283100
47 4.750000 0.562734 30.754500
48 4.850000 0.528003 30.084200
49 4.950000 0.517015 30.685400
50 5.050000 0.519930 32.117800
51 5.150000 0.532166 34.188500
52 5.250000 0.549169 36.664300
53 5.350000 0.582372 40.376300
54 5.450000 0.616011 44.320000
55 5.550000 0.645673 48.174500
56 5.650000 0.673050 52.043000
57 5.750000 0.710907 56.933400
58 5.850000 0.745997 61.839700
59 5.950000 0.788907 67.651600
60 6.050000 0.824023 73.058100
61 6.150000 0.864951 79.242900
62 6.250000 0.893557 84.547500
63 6.350000 0.908996 88.782600
64 6.450000 0.900873 90.782300
65 6.550000 0.896334 93.147400
66 6.650000 0.895649 95.940000
67 6.750000 0.896757 98.969300
68 6.850000 0.899997 102.291800
69 6.950000 0.889479 104.069600
70 7.050000 0.879963 105.940300
71 7.150000 0.852544 105.571600
72 7.250000 0.830674 105.760900
73 7.350000 0.810534 106.063100
74 7.450000 0.782717 105.229100
75 7.550000 0.755719 104.345300
76 7.650000 0.736299 104.374700
77 7.750000 0.718232 104.492900
78 7.850000 0.696426 103.951900
79 7.950000 0.695383 106.457600
80 8.050000 0.690468 108.381100
81 8.150000 0.700782 112.750000
82 8.250000 0.719665 118.647000
83 8.350000 0.754334 127.395800
84 8.450000 0.779724 134.856800
85 8.550000 0.806988 142.895300
86 8.650000 0.832488 150.879000
87 8.750000 0.850981 157.817200
88 8.850000 0.869043 164.871800
89 8.950000 0.887397 172.179900
90 9.050000 0.911982 180.926300
91 9.150000 0.922123 187.003400
92 9.250000 0.923776 191.455800
93 9.350000 0.917380 194.263400
94 9.450000 0.907080 196.212900
95 9.550000 0.896684 198.090900
96 9.650000 0.881356 198.803600
97 9.750000 0.861754 198.431700
98 9.850000 0.837377 196.794000
99 9.950000 0.828648 198.716800
100 10.050000 0.828309 202.648300
101 10.150000 0.837752 209.057500
102 10.250000 0.860386 218.957200
103 10.350000 0.883308 229.198200
104 10.450000 0.915854 242.257500
105 10.550000 0.947299 255.393800
106 10.650000 0.977966 268.683800
107 10.750000 0.990401 277.234000
108 10.850000 0.993054 283.172400
109 10.950000 0.985574 286.243800
110 11.050000 0.973271 287.857000
111 11.150000 0.963613 290.182300
112 11.250000 0.951118 291.580200
113 11.350000 0.954389 297.807400
114 11.450000 0.963873 306.090000
115 11.550000 0.980548 316.848300
116 11.650000 0.998459 328.246900
117 11.750000 1.025258 342.868200
118 11.850000 1.047396 356.259000
119 11.950000 1.069614 369.982700
120 12.050000 1.089301 383.124900
121 12.150000 1.107201 395.910700
122 12.250000 1.129298 410.486700
123 12.350000 1.143612 422.504300
124 12.450000 1.157687 434.658400
125 12.550000 1.159488 442.356300
126 12.650000 1.149273 445.474300
127 12.750000 1.127002 443.775600
