# column 1: index
# column 2: distance [A]
# column 3: RDF histogram
# column 4: unnormalized distance histogram
0 0.050000 0.000000 0.000000
1 0.150000 0.000000 0.000000
2 0.250000 0.000000 0.000000
3 0.350000 0.000000 0.000000
4 0.450000 0.000000 0.000000
5 0.550000 0.000000 0.000000
6 0.650000 0.000000 0.000000
7 0.750000 0.000000 0.000000
8 0.850000 0.000000 0.000000
9 0.950000 0.000000 0.000000
10 1.050000 0.000000 0.000000
11 1.150000 0.000000 0.000000
12 1.250000 0.000000 0.000000
13 1.350000 0.000000 0.000000
14 1.450000 0.000000 0.000000
15 1.550000 0.000000 0.000000
16 1.650000 0.000000 0.000000
17 1.750000 0.000000 0.000000
18 1.850000 0.000000 0.000000
19 1.950000 0.000000 0.000000
20 2.050000 0.000000 0.000000
21 2.150000 0.000000 0.000000
22 2.250000 0.000000 0.000000
23 2.350000 0.000000 0.000000
24 2.450000 0.000000 0.000000
25 2.550000 0.000000 0.000000
26 2.650000 0.000000 0.000000
27 2.750000 0.000001 0.000065
28 2.850000 0.000297 0.027495
29 2.950000 0.011756 1.165775
30 3.050000 0.107911 11.439085
31 3.150000 0.366066 41.391000
32 3.250000 0.664966 80.037200
33 3.350000 0.847992 108.444460
34 3.450000 0.914072 123.977975
35 3.550000 0.974892 140.003490
36 3.650000 1.108738 168.321760
37 3.750000 1.249959 200.301525
38 3.850000 1.263484 213.411165
39 3.950000 1.159884 206.221705
40 4.050000 1.049088 196.086515
41 4.150000 0.978074 191.952560
42 4.250000 0.936766 192.812235
43 4.350000 0.914983 197.295610
44 4.450000 0.896296 202.254175
45 4.550000 0.867255 204.595265
46 4.650000 0.825570 203.416295
47 4.750000 0.779284 200.358985
48 4.850000 0.733594 196.636830
49 4.950000 0.688780 192.316505
50 5.050000 0.673057 195.596060
51 5.150000 0.734003 221.839215
52 5.250000 0.896159 281.468235
53 5.350000 1.057481 344.910195
54 5.450000 1.109191 375.426730
55 5.550000 1.064827 373.758405
56 5.650000 0.997323 362.792835
57 5.750000 0.945550 356.242635
58 5.850000 0.915973 357.207075
59 5.950000 0.893866 360.605375
60 6.050000 0.886824 369.891335
61 6.150000 0.913553 393.740320
62 6.250000 0.979696 436.091075
63 6.350000 1.061426 487.711400
64 6.450000 1.142056 541.417785
65 6.550000 1.215247 594.118170
66 6.650000 1.261033 635.470770
67 6.750000 1.275246 662.105865
68 6.850000 1.282582 685.791715
69 6.950000 1.291381 710.803995
70 7.050000 1.286935 728.888000
71 7.150000 1.245884 725.797415
72 7.250000 1.192158 714.061685
73 7.350000 1.162555 715.671795
74 7.450000 1.154809 730.379285
75 7.550000 1.136871 738.466870
76 7.650000 1.109233 739.727090
77 7.750000 1.103185 755.052880
78 7.850000 1.124599 789.701510
79 7.950000 1.141089 821.825650
80 8.050000 1.133121 836.746685
81 8.150000 1.114912 843.881625
82 8.250000 1.110849 861.566005
83 8.350000 1.118538 888.688345
84 8.450000 1.131225 920.424950
85 8.550000 1.142907 952.070090
86 8.650000 1.139954 971.953330
87 8.750000 1.133625 989.033935
88 8.850000 1.146949 1023.661470
89 8.950000 1.173114 1070.808920
90 9.050000 1.176291 1097.836315
91 9.150000 1.144767 1092.156905
92 9.250000 1.105517 1077.890685
93 9.350000 1.089065 1084.932715
94 9.450000 1.086079 1105.225005
95 9.550000 1.077118 1119.426815
96 9.650000 1.062674 1127.666395
97 9.750000 1.048784 1136.111515
98 9.850000 1.047463 1158.075430
99 9.950000 1.066448 1203.127065
100 10.050000 1.084266 1247.940295
101 10.150000 1.080249 1268.182760
102 10.250000 1.068945 1279.760700
103 10.350000 1.067698 1303.331795
104 10.450000 1.070891 1332.612275
105 10.550000 1.072273 1359.991605
106 10.650000 1.068869 1381.495665
107 10.750000 1.067333 1405.538335
108 10.850000 1.066451 1430.625960
109 10.950000 1.062976 1452.371375
110 11.050000 1.061873 1477.484295
111 11.150000 1.057675 1498.400555
112 11.250000 1.047608 1510.878990
113 11.350000 1.042545 1530.426010
114 11.450000 1.041856 1556.483090
115 11.550000 1.029684 1565.286440
116 11.650000 1.003739 1552.381120
117 11.750000 0.973090 1530.927165
118 11.850000 0.946498 1514.545810
119 11.950000 0.936600 1524.108765
120 12.050000 0.939544 1554.594125
121 12.150000 0.955449 1607.258240
122 12.250000 0.972502 1662.985450
123 12.350000 0.977532 1698.989710
124 12.450000 0.964187 1703.043910
125 12.550000 0.939390 1686.005610
126 12.650000 0.912401 1663.767185
127 12.750000 0.887075 1643.261595
