# column 1: index
# column 2: distance [A]
# column 3: RDF histogram
# column 4: unnormalized distance histogram
0 0.050000 0.000000 0.000000
1 0.150000 0.000000 0.000000
2 0.250000 0.000000 0.000000
3 0.350000 0.000000 0.000000
4 0.450000 0.000000 0.000000
5 0.550000 0.000000 0.000000
6 0.650000 0.000000 0.000000
7 0.750000 0.000000 0.000000
8 0.850000 0.000000 0.000000
9 0.950000 0.000000 0.000000
10 1.050000 0.000000 0.000000
11 1.150000 0.000000 0.000000
12 1.250000 0.000000 0.000000
13 1.350000 0.000000 0.000000
14 1.450000 0.000000 0.000000
15 1.550000 0.000000 0.000000
16 1.650000 0.000000 0.000000
17 1.750000 0.000000 0.000000
18 1.850000 0.000000 0.000000
19 1.950000 0.000000 0.000000
20 2.050000 0.000000 0.000000
21 2.150000 0.000000 0.000000
22 2.250000 0.000000 0.000000
23 2.350000 0.000000 0.000000
24 2.450000 0.000000 0.000000
25 2.550000 0.000000 0.000000
26 2.650000 0.000000 0.000000
27 2.750000 0.000000 0.000000
28 2.850000 0.000000 0.000000
29 2.950000 0.000000 0.000000
30 3.050000 0.000000 0.000000
31 3.150000 0.000000 0.000000
32 3.250000 0.000009 0.000150
33 3.350000 0.003063 0.055600
34 3.450000 0.066136 1.273300
35 3.550000 0.464396 9.466700
36 3.650000 1.397315 30.111600
37 3.750000 2.245988 51.088550
38 3.850000 2.501307 59.971100
39 3.950000 2.137183 53.937350
40 4.050000 1.524489 40.447150
41 4.150000 1.019675 28.406100
42 4.250000 0.689446 20.143350
43 4.350000 0.523438 16.021300
44 4.450000 0.450666 14.435400
45 4.550000 0.429883 14.395500
46 4.650000 0.445345 15.576000
47 4.750000 0.482741 17.617950
48 4.850000 0.581855 22.138700
49 4.950000 0.779812 30.906800
50 5.050000 1.045411 43.124450
51 5.150000 1.242748 53.315200
52 5.250000 1.166101 51.988650
53 5.350000 0.988440 45.762700
54 5.450000 0.894198 42.961600
55 5.550000 0.977988 48.727400
56 5.650000 1.196306 61.772150
57 5.750000 1.365150 73.007900
58 5.850000 1.171075 64.826150
59 5.950000 0.841704 48.200000
60 6.050000 0.745966 44.165550
61 6.150000 0.724874 44.347200
62 6.250000 0.751689 47.495450
63 6.350000 0.890143 58.057850
64 6.450000 1.179919 79.400850
65 6.550000 1.507737 104.631350
66 6.650000 1.663365 118.982900
67 6.750000 1.687997 124.403550
68 6.850000 1.413247 107.263700
69 6.950000 1.010282 78.934300
70 7.050000 0.835355 67.158800
71 7.150000 0.862245 71.301100
72 7.250000 0.940867 79.994100
73 7.350000 1.053696 92.075450
74 7.450000 1.150053 103.248550
75 7.550000 1.119312 103.204500
76 7.650000 1.064419 100.760250
77 7.750000 1.127147 109.505900
78 7.850000 1.048845 104.545250
79 7.950000 0.837548 85.624400
80 8.050000 0.715159 74.963150
81 8.150000 0.751036 80.691800
82 8.250000 0.910537 100.244200
83 8.350000 1.156764 130.458200
84 8.450000 1.419882 163.990750
85 8.550000 1.484135 175.492750
86 8.650000 1.393855 168.695500
87 8.750000 1.298985 160.869600
88 8.850000 1.219005 154.434950
89 8.950000 1.064651 137.945350
90 9.050000 1.011879 134.053850
91 9.150000 1.175935 159.249850
92 9.250000 1.324238 183.274900
93 9.350000 1.233769 174.465900
94 9.450000 1.081693 156.250450
95 9.550000 1.003703 148.069550
96 9.650000 0.982055 147.925850
97 9.750000 0.977132 150.250500
98 9.850000 0.966546 151.687150
99 9.950000 0.954287 152.819550
100 10.050000 0.949083 155.056550
101 10.150000 0.970545 161.734050
102 10.250000 1.075339 182.745500
103 10.350000 1.180095 204.480200
104 10.450000 1.092369 192.954800
105 10.550000 0.909024 163.656750
106 10.650000 0.853597 156.604950
107 10.750000 0.978149 182.841750
108 10.850000 1.169171 222.633750
109 10.950000 1.223748 237.341700
110 11.050000 1.092538 215.781750
111 11.150000 1.024287 205.979900
112 11.250000 1.043184 213.559950
113 11.350000 1.067485 222.437000
114 11.450000 1.043077 221.197800
115 11.550000 1.012546 218.490400
116 11.650000 1.024558 224.927200
117 11.750000 0.980443 218.953350
118 11.850000 0.902465 204.984300
119 11.950000 0.880507 203.386650
120 12.050000 0.966284 226.951200
121 12.150000 1.061714 253.520850
122 12.250000 1.061638 257.692800
123 12.350000 0.999811 246.663750
124 12.450000 0.963817 241.650100
125 12.550000 0.962296 245.160200
126 12.650000 0.940440 243.425400
127 12.750000 0.862971 226.918750
