# column 1: index
# column 2: distance [A]
# column 3: RDF histogram
# column 4: unnormalized distance histogram
0 0.050000 0.000000 0.000000
1 0.150000 0.000000 0.000000
2 0.250000 0.000000 0.000000
3 0.350000 0.000000 0.000000
4 0.450000 0.000000 0.000000
5 0.550000 0.000000 0.000000
6 0.650000 0.000000 0.000000
7 0.750000 0.000000 0.000000
8 0.850000 0.000000 0.000000
9 0.950000 0.000000 0.000000
10 1.050000 0.000000 0.000000
11 1.150000 0.000000 0.000000
12 1.250000 0.000000 0.000000
13 1.350000 0.000000 0.000000
14 1.450000 0.000000 0.000000
15 1.550000 0.000000 0.000000
16 1.650000 0.000000 0.000000
17 1.750000 0.000000 0.000000
18 1.850000 0.000000 0.000000
19 1.950000 0.000000 0.000000
20 2.050000 0.000000 0.000000
21 2.150000 0.000000 0.000000
22 2.250000 0.000000 0.000000
23 2.350000 0.000000 0.000000
24 2.450000 0.000000 0.000000
25 2.550000 0.000000 0.000000
26 2.650000 0.000000 0.000000
27 2.750000 0.000000 0.000000
28 2.850000 0.000000 0.000000
29 2.950000 0.000087 0.001800
30 3.050000 0.016432 0.362700
31 3.150000 0.263222 6.197200
32 3.250000 1.219909 30.573600
33 3.350000 2.936468 78.192900
34 3.450000 4.561247 128.817300
35 3.550000 5.189911 155.191900
36 3.650000 4.886553 154.468800
37 3.750000 4.176072 139.342300
38 3.850000 3.355908 118.027700
39 3.950000 2.629714 97.354300
40 4.050000 2.048101 79.710200
41 4.150000 1.603664 65.533300
42 4.250000 1.274290 54.613300
43 4.350000 1.034725 46.457500
44 4.450000 0.869517 40.855500
45 4.550000 0.755883 37.130400
46 4.650000 0.663345 34.032800
47 4.750000 0.609533 32.631500
48 4.850000 0.575510 32.121000
49 4.950000 0.559558 32.531800
50 5.050000 0.551865 33.394000
51 5.150000 0.575952 36.245400
52 5.250000 0.607275 39.715200
53 5.350000 0.662584 44.998800
54 5.450000 0.716481 50.495200
55 5.550000 0.763307 55.787600
56 5.650000 0.828569 62.759300
57 5.750000 0.889583 69.787000
58 5.850000 0.945982 76.815200
59 5.950000 0.999782 83.983100
60 6.050000 1.053830 91.523700
61 6.150000 1.092052 98.004500
62 6.250000 1.124359 104.211900
63 6.350000 1.159503 110.935800
64 6.450000 1.176298 116.115200
65 6.550000 1.204836 122.648700
66 6.650000 1.215209 127.510700
67 6.750000 1.212892 131.124000
68 6.850000 1.205327 134.195700
69 6.950000 1.180122 135.253600
70 7.050000 1.145010 135.033000
71 7.150000 1.114012 135.130800
72 7.250000 1.085170 135.340000
73 7.350000 1.070025 137.158000
74 7.450000 1.047844 137.994400
75 7.550000 1.026464 138.832200
76 7.650000 1.001338 139.045200
77 7.750000 0.974418 138.867700
78 7.850000 0.941048 137.595300
79 7.950000 0.899145 134.839300
80 8.050000 0.859950 132.226100
81 8.150000 0.812797 128.100200
82 8.250000 0.778309 125.693300
83 8.350000 0.747159 123.605600
84 8.450000 0.731858 123.991800
85 8.550000 0.724106 125.599100
86 8.650000 0.733210 130.170700
87 8.750000 0.747046 135.711300
88 8.850000 0.773756 143.794800
89 8.950000 0.802678 152.559800
90 9.050000 0.842594 163.745000
91 9.150000 0.886718 176.148900
92 9.250000 0.917853 186.341200
93 9.350000 0.931522 193.227400
94 9.450000 0.944722 200.179800
95 9.550000 0.931990 201.683600
96 9.650000 0.919972 203.273900
97 9.750000 0.909912 205.239500
98 9.850000 0.907277 208.864600
99 9.950000 0.919523 216.003700
100 10.050000 0.943497 226.112700
101 10.150000 0.975259 238.399000
102 10.250000 1.002911 250.012900
103 10.350000 1.014791 257.934600
104 10.450000 1.034637 268.085400
105 10.550000 1.054136 278.390300
106 10.650000 1.070677 288.144500
107 10.750000 1.087422 298.172300
108 10.850000 1.081041 301.963200
109 10.950000 1.061476 301.988700
110 11.050000 1.035565 300.023000
111 11.150000 0.995396 293.628300
112 11.250000 0.961279 288.673400
113 11.350000 0.920949 281.500800
114 11.450000 0.897799 279.281700
115 11.550000 0.889802 281.649900
116 11.650000 0.883288 284.450600
117 11.750000 0.883736 289.501500
118 11.850000 0.888782 296.131500
119 11.950000 0.893036 302.591800
120 12.050000 0.906726 312.394000
121 12.150000 0.918948 321.881600
122 12.250000 0.937211 333.704400
123 12.350000 0.967572 350.162500
124 12.450000 0.994670 365.822300
125 12.550000 1.020822 381.496000
126 12.650000 1.038088 394.155600
127 12.750000 1.031310 397.797600
